ID_FORMATION,DOMAINE_CATGEGORIE,SOUS_DOMAINE_CATEGORIE,FORMATION_COURS
2379,Soft skills,Communication à travers le numérique,Produire des contenus grâce aux outils d'intelligence artificielle 
2381,Soft skills,Communication à travers le numérique,3h chrono pour se protéger des risques de l’hyperconnexion 
2383,Soft skills,Apprendre à apprendre,3h chrono pour faire face à la surcharge cognitive 
2385,Soft skills,Créativité et sens de l'innovation,Management collaboratif et performance collective 
2386,Soft skills,Créativité et sens de l'innovation,Maîtriser les outils de facilitation et d'intelligence collective 
2387,Soft skills,Esprit d'initiative et d'entreprise,Réinventer son leadership dans un monde en mutation 
1919,Relation client,Situations complexes de la relation client,Relancer les factures pour accélérer les encaissements 
1922,Ressources humaines,Métiers et pratiques des ressources humaines,Formation Gestion des Ressources Humaines (GRH) en PME 
1928,Ressources humaines,Métiers et pratiques des ressources humaines,Assistant(e) RH : les bases pour réussir dans la fonction 
1930,Ressources humaines,Métiers et pratiques des ressources humaines,Gestionnaire paie et administration du personnel 
1932,Ressources humaines,Métiers et pratiques des ressources humaines,Réussir dans la fonction RH : compétences et posture 
1934,Ressources humaines,Métiers et pratiques des ressources humaines,Managers : réussir ses entretiens annuels 
1935,Ressources humaines,Métiers et pratiques des ressources humaines,Conduire les entretiens professionnels dans le secteur privé 
1938,Ressources humaines,Recrutement,Réussir ses recrutements 
1940,Ressources humaines,Recrutement,Les bases de l'entretien de recrutement 
1941,Ressources humaines,Recrutement,Pratiquer l'entretien de recrutement 
1942,Ressources humaines,Recrutement,Recrutement et non-discrimination à l’embauche : formation obligatoire 
1945,Ressources humaines,Recrutement,Marque employeur et marketing RH : attirer les meilleurs talents 
1946,Ressources humaines,Recrutement,Mettre en place une politique diversité et une culture inclusive 
1948,Ressources humaines,RH pour managers,Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
1949,Ressources humaines,RH pour managers,Managers : réussir ses entretiens annuels 
1952,Ressources humaines,GEPP et développement des compétences,Construire le référentiel de compétences 
1954,Ressources humaines,GEPP et développement des compétences,"Knowledge Management, capitalisation et partage des connaissances "
1955,Ressources humaines,GEPP et développement des compétences,La gestion des compétences et des talents 
1956,Ressources humaines,GEPP et développement des compétences,Faire vivre la démarche compétences GEPP (ex GPEC) au sein de votre organisation 
1960,Ressources humaines,GEPP et développement des compétences,Construire et déployer le plan de développement des compétences 
1961,Ressources humaines,GEPP et développement des compétences,Actualité du droit de la formation 
1964,Ressources humaines,GEPP et développement des compétences,Préparer les dossiers d'enregistrement de certifications au RNCP ou au RS 
1967,Ressources humaines,Mobilité,Gérer et accompagner la mobilité internationale et l'expatriation 
1970,Ressources humaines,Mobilité,Transmettre ses connaissances et compétences professionnelles 
1972,Ressources humaines,Posture et savoir-faire RH,Réussir dans la fonction RH : compétences et posture 
1975,Ressources humaines,Posture et savoir-faire RH,Initier une démarche RSE à la RH 
1977,Ressources humaines,Posture et savoir-faire RH,RH : accompagner la transformation digitale de votre entreprise 
1978,Ressources humaines,Posture et savoir-faire RH,"Knowledge Management, capitalisation et partage des connaissances "
1980,Ressources humaines,Rémunération et pilotage RH,Maîtriser les points clés en rémunération 
1981,Ressources humaines,Rémunération et pilotage RH,Réforme des retraites : actualité des régimes du secteur privé 
1983,Ressources humaines,Rémunération et pilotage RH,Simuler le budget de masse salariale pour mieux le piloter 
1985,Ressources humaines,Rémunération et pilotage RH,Les outils de pilotage de la fonction RH 
1988,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",Engager sa démarche de qualité de vie au travail 
1989,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",Initier une démarche RSE à la RH 
1990,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",RH : réussir la mise en place du télétravail 
1992,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",Présider et animer la Commission Santé Sécurité et Conditions de Travail - CSSCT 
1993,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",Bien-être au travail et prévention des risques psychosociaux 
1996,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",L'ergonomie pour les non spécialistes 
1997,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
1998,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",Prévenir et faire face au harcèlement moral 
1999,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",Mettre en place une politique diversité et une culture inclusive 
2000,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux ",Recrutement et non-discrimination à l’embauche : formation obligatoire 
2005,Ressources humaines,Métiers et pratiques des ressources humaines,Chef de projet formation 
2007,Ressources humaines,Métiers et pratiques des ressources humaines,L’intelligence artificielle au service des RH 
2008,Ressources humaines,Marque employeur et recrutement,Marque employeur et marketing RH : attirer les meilleurs talents 
2011,Ressources humaines,Marque employeur et recrutement,Mettre en place une politique diversité et une culture inclusive 
2013,Ressources humaines,Marque employeur et recrutement,Réussir ses recrutements 
2014,Ressources humaines,Marque employeur et recrutement,Pratiquer l'entretien de recrutement 
2015,Ressources humaines,Marque employeur et recrutement,Recrutement et non-discrimination à l’embauche : formation obligatoire 
2018,Ressources humaines,Marque employeur et recrutement,L’intelligence artificielle au service des RH 
2019,Ressources humaines,RH pour managers,Entraînement pratique à la gestion des situations sexistes et discriminatoires 
2020,Ressources humaines,Formation et développement des compétences,Construire le référentiel de compétences 
2022,Ressources humaines,Formation et développement des compétences,"Knowledge Management, capitalisation et partage des connaissances "
2023,Ressources humaines,Formation et développement des compétences,L’intelligence artificielle au service des RH 
2024,Ressources humaines,Formation et développement des compétences,La gestion des compétences et des talents 
2025,Ressources humaines,Formation et développement des compétences,Faire vivre la démarche compétences GEPP au sein de votre organisation 
2029,Ressources humaines,Formation et développement des compétences,Construire et déployer le plan de développement des compétences 
2031,Ressources humaines,Formation et développement des compétences,Actualité du droit de la formation 
2034,Ressources humaines,Formation et développement des compétences,Préparer les dossiers d'enregistrement de certifications au RNCP ou au RS 
2035,Ressources humaines,Mobilité,"Réaliser son bilan professionnel et son ""check up"" compétences "
2036,Ressources humaines,Posture et savoir-faire RH,L’intelligence artificielle au service des RH 
2038,Ressources humaines,Rémunération et pilotage RH,Concevoir le tableau de bord pour piloter la fonction RH 
2039,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",Qualité de vie au travail : engager sa démarche 
2040,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",Initier une démarche RSE à la RH 
2041,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",RH : réussir la mise en place du télétravail 
2043,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",Présider et animer la Commission Santé Sécurité et Conditions de Travail - CSSCT 
2044,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",Bien-être au travail et prévention des risques psychosociaux 
2047,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",L'ergonomie pour les non spécialistes 
2048,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
2049,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",Prévenir et faire face au harcèlement moral 
2050,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",Entraînement pratique à la gestion des situations sexistes et discriminatoires 
2051,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",Mettre en place une politique diversité et une culture inclusive 
2052,Ressources humaines,"Santé et qualité de vie au travail, risques psychosociaux",Recrutement et non-discrimination à l’embauche : formation obligatoire 
2057,Secteur public,Transition numérique et bureautique,Réseaux sociaux niveau 1 - Les fondamentaux du digital et des médias sociaux 
2058,Secteur public,Transition numérique et bureautique,Réseaux sociaux niveau 2 - Stratégie de communication sur les médias sociaux 
2059,Secteur public,Transition numérique et bureautique,3h chrono pour acquérir les réflexes en matière de cybersécurité 
2060,Secteur public,Transition numérique et bureautique,3h chrono pour appréhender la sobriété numérique 
2062,Secteur public,Transition numérique et bureautique,Rédiger pour le Web 
2063,Secteur public,Transition numérique et bureautique,Conduire un projet Open Data 
2065,Secteur public,Transition numérique et bureautique,InDesign - Niveau 1 
2067,Secteur public,Transition numérique et bureautique,PowerPoint - Concevoir des visuels percutants 
2068,Secteur public,Transition numérique et bureautique,PowerPoint - Consolider ses connaissances pour autodidactes 
2069,Secteur public,Transition numérique et bureautique,Word - Consolider ses connaissances pour autodidactes 
2076,Secteur public,Transition numérique et bureautique,3h chrono pour maîtriser la fonction Recherche dans Excel 
2077,Secteur public,Transition numérique et bureautique,"3h chrono pour manipuler du texte, des dates et des heures dans Excel "
2078,Secteur public,Transition numérique et bureautique,3h chrono pour créer un planning avec Excel 
2079,Secteur public,RSO / RSE,Responsable Développement Durable : mener un projet RSE/RSO 
2081,Secteur public,RSO / RSE,Reporting RSE : communiquer ses résultats et ses actions RSE 
2083,Secteur public,RSO / RSE,Engager les collaborateurs dans la démarche RSE 
2085,Secteur public,RSO / RSE,3h chrono pour appréhender la sobriété numérique 
2087,Secteur public,Management public,Réussir dans sa première fonction de manager 
2088,Secteur public,Management public,Manager une équipe dans le Public 
2090,Secteur public,Management public,Manager une équipe - Niveau 1 
2091,Secteur public,Management public,Les bases pour manager une équipe 
2094,Secteur public,Management public,"Le manager, pilote de la performance de ses équipes "
2095,Secteur public,Management public,Manager une équipe - Niveau 2 
2096,Secteur public,Management public,Managers : réussir ses entretiens annuels 
2097,Secteur public,Management public,Manager : gérer les conflits 
2098,Secteur public,Management public,Transformation du Secteur Public : manager avec l’intelligence émotionnelle 
2099,Secteur public,Management public,La gestion du temps pour managers : maîtriser vos priorités 
2102,Secteur public,Management public,Word - Consolider ses connaissances pour autodidactes 
2103,Secteur public,Management public,Le management transversal 
2105,Secteur public,Management public,Management à distance 
2106,Secteur public,Management public,Manager une équipe projet 
2108,Secteur public,Management public,"Manager, prévenir les risques psychosociaux (RPS) dans vos équipes "
2110,Secteur public,Management public,Bien-être au travail et prévention des risques psychosociaux 
2111,Secteur public,Management public,Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
2113,Secteur public,Management public,Mieux collaborer à distance à l'aide des outils numériques 
2114,Secteur public,Management public,"Manager, développer le travail collaboratif et l'intelligence collective "
2115,Secteur public,Ressources Humaines,Dialogue social dans le secteur public 
2118,Secteur public,Ressources Humaines,Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
2119,Secteur public,Ressources Humaines,Prévenir et faire face au harcèlement moral 
2120,Secteur public,Ressources Humaines,RH : réussir la mise en place du télétravail 
2121,Secteur public,Ressources Humaines,Pratiquer l'entretien de recrutement 
2122,Secteur public,Ressources Humaines,Les bases de l'entretien de recrutement 
2124,Secteur public,Ressources Humaines,La fonction RH dans le secteur public 
2127,Secteur public,Ressources Humaines,Management des compétences dans les organisations publiques 
2128,Secteur public,Ressources Humaines,La gestion des compétences et des talents 
2131,Secteur public,Ressources Humaines,Formateur occasionnel : concevoir et animer ses formations 
2133,Secteur public,Ressources Humaines,Exercer le rôle de tuteur 
2134,Secteur public,Ressources Humaines,Les bases pour devenir tuteur 
2136,Secteur public,Ressources Humaines,Les bases pour concevoir un dispositif mixte de formation 
2137,Secteur public,Ressources Humaines,3h chrono pour animer une classe virtuelle 
2138,Secteur public,Ressources Humaines,Journée Nationale de la Paie - 25e édition 
2139,Secteur public,Ressources Humaines,Piloter la masse salariale dans le secteur public 
2142,Secteur public,Ressources Humaines,Les bases pour acquérir les techniques de calcul de la paie : niveau 1 
2143,Secteur public,Ressources Humaines,Paie et charges sociales - Niveau 2 
2144,Secteur public,Ressources Humaines,Les bases pour acquérir les techniques de calcul de la paie : niveau 2 
2145,Secteur public,Ressources Humaines,Gérer les absences médicales en paie 
2146,Secteur public,Changement - Reconversion - Trajectoires professionnelles,Développer sa résilience 
2147,Secteur public,Changement - Reconversion - Trajectoires professionnelles,Conduite du changement : démarches et outils 
2148,Secteur public,Changement - Reconversion - Trajectoires professionnelles,Les 4 clés de l'accompagnement du changement 
2149,Secteur public,Changement - Reconversion - Trajectoires professionnelles,Approche systémique : s'approprier la démarche 
2150,Secteur public,Changement - Reconversion - Trajectoires professionnelles,Transformation du Secteur Public : manager avec l’intelligence émotionnelle 
2152,Secteur public,Changement - Reconversion - Trajectoires professionnelles,Bien vivre les changements 
2154,Secteur public,Changement - Reconversion - Trajectoires professionnelles,Dynamiser son évolution professionnelle 
2156,Secteur public,Changement - Reconversion - Trajectoires professionnelles,L'essentiel pour bien vivre sa retraite 
2158,Secteur public,Changement - Reconversion - Trajectoires professionnelles,3h chrono pour découvrir ce qui vous anime professionnellement avec Ikigai 
2159,Secteur public,Changement - Reconversion - Trajectoires professionnelles,Réussir le lancement de son activité en ligne 
2160,Secteur public,Changement - Reconversion - Trajectoires professionnelles,Les fondamentaux du métier de coach professionnel 
2162,Secteur public,Efficacité professionnelle,Optimisez votre productivité en télétravail 
2163,Secteur public,Efficacité professionnelle,Mieux collaborer à distance à l'aide des outils numériques 
2164,Secteur public,Efficacité professionnelle,Réussir ses réunions à distance 
2165,Secteur public,Efficacité professionnelle,La gestion du temps pour managers : maîtriser vos priorités 
2166,Secteur public,Efficacité professionnelle,Maîtrise du temps et gestion des priorités 
2167,Secteur public,Efficacité professionnelle,Les bases de la gestion du temps 
2169,Secteur public,Efficacité professionnelle,Animer une réunion productive 
2170,Secteur public,Efficacité professionnelle,Lire vite et retenir l'essentiel 
2171,Secteur public,Efficacité professionnelle,La créativité : un levier d'efficacité au quotidien 
2172,Secteur public,Efficacité professionnelle,Anticiper pour agir face à la pression du quotidien 
2175,Secteur public,Développement personnel,Les 7 habitudes des gens très efficaces® 
2176,Secteur public,Développement personnel,"L'estime de soi, source de l'efficacité professionnelle "
2178,Secteur public,Développement personnel,Développer sa flexibilité relationnelle et son impact personnel 
2179,Secteur public,Développement personnel,"3h chrono pour s’affirmer : faire une demande efficace, faire une critique constructive "
2180,Secteur public,Développement personnel,Mieux se connaître pour mieux travailler avec les autres 
2181,Secteur public,Développement personnel,Découvrir son fonctionnement avec le MBTI® 
2182,Secteur public,Développement personnel,Approfondir la connaissance de soi-même et des autres 
2183,Secteur public,Développement personnel,Gérer son stress 
2184,Secteur public,Développement personnel,Gérer son stress efficacement et pour longtemps 
2186,Secteur public,Développement personnel,Gérer et utiliser ses émotions pour être plus efficace 
2187,Secteur public,Développement personnel,Intelligence émotionnelle au travail 
2188,Secteur public,Développement personnel,S’affirmer dans ses relations professionnelles - Assertivité les bases 
2189,Secteur public,Développement personnel,Maîtrise et affirmation de soi - Assertivité niveau 1 
2190,Secteur public,Développement personnel,"Prévenir, gérer et dépasser les conflits "
2191,Secteur public,Accueil et relation aux usagers,Initier une démarche de démocratie participative 
2192,Secteur public,Accueil et relation aux usagers,Améliorer la relation à l'usager 
2193,Secteur public,Accueil et relation aux usagers,Réussir sa relation de service interne 
2194,Secteur public,Accueil et relation aux usagers,La relation client en pratique : entraînement intensif 
2195,Secteur public,Accueil et relation aux usagers,Faire face à l'agressivité et aux incivilités clients 
2196,Secteur public,Accueil et relation aux usagers,Traiter efficacement les appels clients difficiles 
2197,Secteur public,Accueil et relation aux usagers,Communiquer avec aisance en situation difficile 
2200,Secteur public,Achat et commande publique,Répondre et remporter un appel d'offre en marché public 
2205,Secteur public,Achat et commande publique,Maîtriser ses marchés publics de travaux 
2206,Secteur public,Achat et commande publique,Construire un Cahier des Clauses Techniques Particulières (CCTP) 
2208,Secteur public,Préparation aux concours de la fonction publique,Se préparer à un concours de la fonction publique 
2210,Secteur public,Communication Secteur public,Adapter sa communication dans ses relations professionnelles 
2213,Secteur public,Communication Secteur public,Argumenter : un levier pour convaincre 
2214,Secteur public,Communication Secteur public,Rédiger des documents administratifs 
2215,Secteur public,Communication Secteur public,Améliorer ses écrits professionnels 
2216,Secteur public,Communication Secteur public,3h chrono pour rédiger des e-mails synthétiques 
2217,Secteur public,Communication Secteur public,Lire vite et retenir l'essentiel 
2218,Secteur public,Communication Secteur public,Se réconcilier avec l'orthographe - Niveau 1 : les fondamentaux en langue française 
2219,Secteur public,Communication Secteur public,Développer son esprit de synthèse à l'écrit et à l'oral 
2220,Secteur public,Communication Secteur public,Réussir ses présentations orales avec des supports visuels percutants 
2221,Secteur public,Finances - Comptabilité - Contrôle de gestion,Le cadre budgétaire et comptable des collectivités territoriales 
2223,Secteur public,Finances - Comptabilité - Contrôle de gestion,Pratique de la comptabilité générale - Niveau 1 
2224,Secteur public,Finances - Comptabilité - Contrôle de gestion,Les fondamentaux de la comptabilité générale 
2226,Secteur public,Finances - Comptabilité - Contrôle de gestion,Les fondamentaux du contrôle de gestion 
2227,Secteur public,Finances - Comptabilité - Contrôle de gestion,Concevoir un tableau de bord pour piloter l'activité 
2228,Secteur public,Finances - Comptabilité - Contrôle de gestion,Pratiquer l'analyse financière 
2229,Secteur public,Finances - Comptabilité - Contrôle de gestion,Finance pour non-financiers 
2231,Secteur public,Conduite de projets - Secteur public,Les clés du management de projet - Niveau 1 
2233,Secteur public,Conduite de projets - Secteur public,Les bases de la gestion de projet 
2236,Secteur public,Conduite de projets - Secteur public,Les clés du management de projet - Niveau 2 
2238,Secteur public,Conduite de projets - Secteur public,3h chrono pour pratiquer 3 outils de la gestion de projet agile 
2239,Secteur public,Conduite de projets - Secteur public,La gestion multi-projets 
2240,Secteur public,Transition numérique et bureautique,Les fondamentaux de l'intelligence artificielle et du big data 
2241,Secteur public,Transition numérique et bureautique,3h chrono pour se sensibiliser à l'intelligence artificielle et à ChatGPT 
2242,Secteur public,Transition numérique et bureautique,Optimiser ses écrits professionnels grâce à l’IA 
2243,Secteur public,Transition numérique et bureautique,Maitriser les aspects juridiques et éthiques de l'intelligence artificielle 
2244,Secteur public,Transition numérique et bureautique,Chef de projet intelligence artificielle 
2245,Secteur public,Transition numérique et bureautique,Produire des contenus grâce aux outils d'intelligence artificielle 
2389,Soft skills,Esprit d'initiative et d'entreprise,Atelier : les 6 compétences du manager leader 
2390,Travail à distance,Réussir son télétravail,Optimisez votre productivité en télétravail 
2391,Travail à distance,Réussir son télétravail,Bâtir une stratégie d’équilibre vie pro - vie perso 
2393,Travail à distance,Réussir son télétravail,3h chrono pour gérer vos e-mails avec efficacité 
2396,Travail à distance,Réussir son télétravail,3h chrono pour planifier et organiser son télétravail 
2397,Travail à distance,Réussir son télétravail,3h chrono pour développer ses capacités de concentration 
2398,Travail à distance,Réussir son télétravail,3h chrono pour valoriser son image en distanciel 
2399,Travail à distance,Réussir son télétravail,3h chrono pour prendre en main Teams (Microsoft 365®) 
2400,Travail à distance,Réussir son télétravail,3h chrono pour se préparer à animer des réunions à distance 
2402,Travail à distance,Travail et outils collaboratifs,Mieux collaborer à distance à l'aide des outils numériques 
2404,Travail à distance,Travail et outils collaboratifs,Réseaux sociaux niveau 1 - Les fondamentaux du digital et des médias sociaux 
2405,Travail à distance,Travail et outils collaboratifs,Microsoft 365® - Exploiter les outils collaboratifs en ligne 
2406,Travail à distance,Travail et outils collaboratifs,3h chrono pour prendre en main Teams (Microsoft 365®) 
2407,Travail à distance,Travail et outils collaboratifs,Gagner du temps et s'organiser avec Outlook 
2408,Travail à distance,Travail et outils collaboratifs,3h chrono pour organiser et partager vos notes dans OneNote 
2409,Travail à distance,Travail et outils collaboratifs,3h chrono pour acquérir les réflexes en matière de cybersécurité 
2410,Travail à distance,Travail et outils collaboratifs,Maîtriser les outils de facilitation et d'intelligence collective 
2411,Travail à distance,Travail et outils collaboratifs,Clarifier ses idées avec la carte mentale 
2412,Travail à distance,Travail et outils collaboratifs,Tout pour animer vos réunions de créativité 
2414,Travail à distance,Travail et outils collaboratifs,Gagner du temps et de l’efficacité grâce au sketchnoting 
2415,Travail à distance,Travail et outils collaboratifs,Se protéger des risques de l’hyperconnexion 
2416,Travail à distance,Garder son équilibre dans un monde en mutation,"3h chrono pour s’affirmer : faire une demande efficace, faire une critique constructive "
2417,Travail à distance,Garder son équilibre dans un monde en mutation,3h chrono pour définir efficacement ses objectifs : la stratégie d’objectif 
2418,Travail à distance,Garder son équilibre dans un monde en mutation,Développer sa résilience 
2419,Travail à distance,Garder son équilibre dans un monde en mutation,Gagner en bien-être au travail 
2420,Travail à distance,Garder son équilibre dans un monde en mutation,Biais Inconscients 
2422,Travail à distance,Garder son équilibre dans un monde en mutation,Gérer son stress 
2424,Travail à distance,Garder son équilibre dans un monde en mutation,Gérer ses émotions 
2426,Travail à distance,Manager à distance,Management à distance 
2428,Travail à distance,Manager à distance,Manager le télétravail 
2429,Travail à distance,Manager à distance,"Manager, développer le travail collaboratif et l'intelligence collective "
2432,Travail à distance,Gérer des projets à distance,Microsoft 365® - Collaborer en mode projet avec Teams et Tasks 
2433,Travail à distance,Former à distance,3h chrono pour animer une classe virtuelle 
2434,Travail à distance,Former à distance,"Knowledge Management, capitalisation et partage des connaissances "
2435,Travail à distance,Former à distance,Les bases pour devenir tuteur 
2437,Travail à distance,Former à distance,Formateur occasionnel : animer une formation en présentiel ou en classe virtuelle 
2438,Travail à distance,Vendre et négocier à distance,Réussir ses entretiens de vente à distance 
2440,Travail à distance,Vendre et négocier à distance,Vendre et négocier par téléphone 
2441,Travail à distance,Réussir la transition digitale,Réussir la transformation digitale de l'entreprise 
2442,Travail à distance,Réussir la transition digitale,RH : réussir la mise en place du télétravail 
2443,Travail à distance,Réussir la transition digitale,RH : accompagner la transformation digitale de votre entreprise 
2444,Travail à distance,Réussir la transition digitale,DSI : Intégrer la transformation digitale de l'entreprise 
2445,Travail à distance,Réussir la transition digitale,3h chrono pour démarrer votre site e-commerce 
2446,Travail à distance,Travail et outils collaboratifs,3h chrono pour acquérir les fondamentaux du droit d’auteur et du droit à l’image 
2447,Travail à distance,Travail et outils collaboratifs,Optimiser ses écrits professionnels grâce à l’IA 
2448,Travail à distance,Travail et outils collaboratifs,Produire des contenus grâce aux outils d'intelligence artificielle 
2449,Travail à distance,Travail et outils collaboratifs,3h Chrono pour collaborer sur un mur numérique avec Padlet 
2450,Travail à distance,Travail et outils collaboratifs,3h chrono pour se protéger des risques de l’hyperconnexion 
2451,Travail à distance,Garder son équilibre dans un monde en mutation,Développer son optimisme 
2452,Travail à distance,Garder son équilibre dans un monde en mutation,"Réaliser son bilan professionnel et son ""check up"" compétences "
2453,Travail à distance,Garder son équilibre dans un monde en mutation,Dynamiser son évolution professionnelle 
2455,Travail à distance,Garder son équilibre dans un monde en mutation,Réinventer son leadership dans un monde en mutation 
2456,Travail à distance,Manager à distance,Manager : impulser un état d'esprit agile dans son équipe 
2457,Travail à distance,Manager à distance,Management participatif 
2458,Travail à distance,Gérer des projets à distance,Chef de projet agile 
2459,Travail à distance,Gérer des projets à distance,3h chrono pour piloter un projet avec Trello 
2460,Travail à distance,Former à distance,3h chrono pour dynamiser vos formations et réunions avec Wooclap 
2461,Travail à distance,Former à distance,3h Chrono pour collaborer sur un mur numérique avec Padlet 
2462,Travail à distance,Former à distance,"Utiliser l'IA pour concevoir, animer et évaluer une formation "
2463,Web,Conception de site web,Responsable Transformation Digitale 
2465,Web,Conception de site web,Piloter un projet web 
2467,Web,Conception de site web,Responsable Expérience Client 
2468,Web,Conception de site web,UX design et ergonomie des sites Web 
2469,Web,Conception de site web,Optimiser l'expérience client grâce au digital 
2474,Web,Conception de site web,3h chrono pour démarrer votre site e-commerce 
2475,Web,Conception de site web,Réussir le lancement de son activité en ligne 
2476,Web,Conception de site web,HTML 5 - les bases 
2477,Web,Conception de site web,Élaborer une stratégie d'inbound marketing 
2478,Web,Conception de site web,Rédiger pour le Web 
2479,Web,Conception de site web,Créer des contenus visuels pour le web et les réseaux sociaux 
2482,Web,Conception de site web,Concevoir sa newsletter 
2483,Web,Conception de site web,3h chrono pour concevoir sa première infographie 
2484,Web,Webmarketing,Élaborer une stratégie d'inbound marketing 
2487,Web,Webmarketing,"Acquisition, conversion, fidélisation sur le web "
2489,Web,Webmarketing,Les bases techniques du digital pour les marketeurs 
2490,Web,Webmarketing,Les fondamentaux de l'intelligence artificielle et du big data 
2491,Web,Webmarketing,Réseaux sociaux niveau 1 - Les fondamentaux du digital et des médias sociaux 
2493,Web,Webmarketing,Réseaux sociaux niveau 2 - Stratégie de communication sur les médias sociaux 
2494,Web,Webmarketing,Réussir sa stratégie influenceurs 
2496,Web,Webmarketing,"Publicité sur le Web et les réseaux sociaux : SEA, Display, Social ads, Retargeting "
2497,Web,Webmarketing,3h chrono pour développer sa visibilité sur LinkedIn 
2498,Web,Webmarketing,Piloter efficacement sa stratégie de référencement (SEM) 
2500,Web,Webmarketing,Améliorer son référencement avec Google Ads (SEA) 
2501,Web,Webmarketing,Google analytics : améliorez votre site et rentabilisez vos actions 
2502,Web,Webmarketing,Améliorer la performance de son site avec Google Tag Manager 
2506,Web,Webmarketing,3h chrono pour démarrer votre site e-commerce 
2507,Web,Webmarketing,Réussir le lancement de son activité en ligne 
2508,Web,Intelligence artificielle,Les fondamentaux de l'intelligence artificielle et du big data 
2509,Web,Intelligence artificielle,3h chrono pour se sensibiliser à l'intelligence artificielle et à ChatGPT 
2510,Web,Intelligence artificielle,Optimiser ses écrits professionnels grâce à l’IA 
2511,Web,Intelligence artificielle,Piloter un projet d'intelligence artificielle 
2512,Web,Intelligence artificielle,Maitriser les aspects juridiques et éthiques de l'intelligence artificielle 
2513,Web,Intelligence artificielle,Chef de projet intelligence artificielle 
2514,Web,Intelligence artificielle,Produire des contenus grâce aux outils d'intelligence artificielle 
2515,Web,Conception de sites web,Responsable Transformation Digitale 
2518,Web,Conception de sites web,Responsable Expérience Client 
2519,Web,Conception de sites web,UX design et ergonomie des sites Web 
2520,Web,Conception de sites web,Optimiser l'expérience client grâce au digital 
2525,Web,Conception de sites web,3h chrono pour démarrer votre site e-commerce 
2526,Web,Conception de sites web,Réussir le lancement de son activité en ligne 
2527,Web,Conception de sites web,HTML 5 - les bases 
2528,Web,Conception de sites web,Élaborer une stratégie d'inbound marketing 
2529,Web,Conception de sites web,Rédiger pour le Web 
2530,Web,Conception de sites web,Créer des contenus visuels pour le web et les réseaux sociaux 
2533,Web,Conception de sites web,Concevoir sa newsletter 
2535,Web,Conception de sites web,3h chrono pour concevoir sa première infographie 
2536,Web,Webmarketing,Réseaux sociaux niveau 3 - Optimiser la performance de sa stratégie social media 
2537,Web,Webmarketing,Réussir sa stratégie influenceurs et créateurs de contenus sur les médias sociaux 
2538,Web,Webmarketing,Bien choisir son outil de web analytics 
